,title,price,link
55,"Dell G Series, 13th Gen Intel Core i5-13450HX, NVIDIA RTX 3050-6GB, 16GB DDR5, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, Microsoft Office Home 2024, 2.65KG, G15-5530, Backlit Keyboard, Gaming Laptop","81,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1NDY3NDQ3MzYxNzU1NToxNzc1MDcyMzU0OnNwX3NlYXJjaF90aGVtYXRpYzozMDA1MTE3Nzk3Mjg5MzI6OjA6Og&url=%2FDell-G15-5530-Gaming-i5-13450HX-Processor%2Fdp%2FB0CRKX3JRT%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D18G82KVLYJKIC%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CRKX3JRT%26pd_rd_r%3D88478dba-77df-4842-9a9b-0bada3976e04%26pd_rd_w%3DZ9cvs%26pd_rd_wg%3DN0ZUK%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3D9BJDTNVSMXRD364RWV56%26qid%3D1775072354%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapto%252Caps%252C455%26sr%3D1-1-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26aref%3Dl0vFIqWukr%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=l0vFIqWukr&sp_cr=ZAZ
56,"acer Aspire Lite 12th Gen Intel Core i5-12450H, Office 2024 + M365 Basic, 16GB RAM/512GB SSD, 39.62cm(15.6"") FHD IPS Display Win11H, Pure Silver, 1.7KG,AL15-52H, Backlit KB, Thin & Light Laptop","51,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1NjY2OTQwMTA1Mjk0NDI2OjE3NzUwNzIzMjg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDMyNTkyMDk2MzczMjo6MTo6&url=%2FAcer-i5-12450H-Windows11Home-AL15-52H-Keyboard%2Fdp%2FB0DDL495SX%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D18G82KVLYJKIC%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DDL495SX%26pd_rd_r%3Db8218617-4e0b-4650-89d3-8fbd3cefba24%26pd_rd_w%3D8pxUR%26pd_rd_wg%3D6zrph%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3DDKBM7VGG09109JXTBBKP%26qid%3D1775072328%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapto%252Caps%252C455%26sr%3D1-2-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26aref%3DtoB8mIrCZ8%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=toB8mIrCZ8&sp_cr=ZAZ
57,"acer Aspire Lite 12th Gen Intel Core i5-12450H, Office 2024 + M365 Basic, 16GB RAM/512GB SSD, 39.62cm(15.6"") FHD IPS Display Win11H, Pure Silver, 1.7KG,AL15-52H, Backlit KB, Thin & Light Laptop","51,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1NDY3NDQ3MzYxNzU1NToxNzc1MDcyMzU0OnNwX3NlYXJjaF90aGVtYXRpYzozMDAzMjU5MjA5NjM3MzI6OjE6Og&url=%2FAcer-i5-12450H-Windows11Home-AL15-52H-Keyboard%2Fdp%2FB0DDL495SX%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D18G82KVLYJKIC%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DDL495SX%26pd_rd_r%3D88478dba-77df-4842-9a9b-0bada3976e04%26pd_rd_w%3DZ9cvs%26pd_rd_wg%3DN0ZUK%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3D9BJDTNVSMXRD364RWV56%26qid%3D1775072354%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapto%252Caps%252C455%26sr%3D1-2-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26aref%3DtoB8mIrCZ8%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=toB8mIrCZ8&sp_cr=ZAZ
58,"ASUS Vivobook 14 (2025),13th Gen, Intel Core i3-1315U, 8GB RAM, 512GB SSD, FHD, 14"", (35.5 cm) Windows 11 Home, M365 Basic(1 Year)* Office 2024,Cool Silver,1.4 Kg, X1404VA-EB321WS, Thin & Light Laptop","47,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1NDY3NDQ3MzYxNzU1NToxNzc1MDcyMzU0OnNwX3NlYXJjaF90aGVtYXRpYzozMDA5MDMzMjA0NDY2MzI6OjI6Og&url=%2FASUS-Vivobook-i3-1315U-Windows-X1404VA-EB321WS%2Fdp%2FB0GBTQ6CK8%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D18G82KVLYJKIC%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0GBTQ6CK8%26pd_rd_r%3D88478dba-77df-4842-9a9b-0bada3976e04%26pd_rd_w%3DZ9cvs%26pd_rd_wg%3DN0ZUK%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3D9BJDTNVSMXRD364RWV56%26qid%3D1775072354%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapto%252Caps%252C455%26sr%3D1-3-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26aref%3Dn2VdmE8d12%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=n2VdmE8d12&sp_cr=ZAZ
59,"acer SmartChoice Aspire Lite, AMD Ryzen 5-5625U Processor, 16 GB/512 GB, Full HD, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 kg, AL15-41, Metal Body, Thin and Light Laptop","42,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1NDY3NDQ3MzYxNzU1NToxNzc1MDcyMzU0OnNwX3NlYXJjaF90aGVtYXRpYzozMDAzNTA1NTUwNTM0MzI6OjM6Og&url=%2F5-5625U-Premium-Windows-AL15-41-Display%2Fdp%2FB0DG2GCTD7%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D18G82KVLYJKIC%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DG2GCTD7%26pd_rd_r%3D88478dba-77df-4842-9a9b-0bada3976e04%26pd_rd_w%3DZ9cvs%26pd_rd_wg%3DN0ZUK%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3D9BJDTNVSMXRD364RWV56%26qid%3D1775072354%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapto%252Caps%252C455%26sr%3D1-4-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26aref%3DIBWpU4rfPA%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=IBWpU4rfPA&sp_cr=ZAZ
60,"ASUS Vivobook 16, Intel Core Ultra 5 Series 2, 16GB RAM, 512GB SSD, FHD+ 16"", Windows 11, Office Home 2024, Silver, 1.88kg, X1607CA-MB142WS, Intel iGPU, M365 Basic (1Year)* Laptop","69,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1NDY3NDQ3MzYxNzU1NToxNzc1MDcyMzU0OnNwX3NlYXJjaF90aGVtYXRpYzozMDA5MDMzNDE0NzQ2MzI6OjQ6Og&url=%2FASUS-Vivobook-Backlit-Keyboard-X1607CA-MB142WS%2Fdp%2FB0DT74FF9P%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D18G82KVLYJKIC%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DT74FF9P%26pd_rd_r%3D88478dba-77df-4842-9a9b-0bada3976e04%26pd_rd_w%3DZ9cvs%26pd_rd_wg%3DN0ZUK%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3D9BJDTNVSMXRD364RWV56%26qid%3D1775072354%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapto%252Caps%252C455%26sr%3D1-5-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26aref%3D0VeBbojqrZ%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=0VeBbojqrZ&sp_cr=ZAZ
61,"HP 15, 13th Gen Intel Core i3-1315U, (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, FHD,15.6''/39.6cm, Win11,M365 Basic(1yr),Office24, Silver,1.59kg, fd0572TU, FHD Camera w/Shutter, Backlit Laptop","44,990",https://amazon.in//HP-i3-1315U-Anti-Glare-Micro-Edge-fd0572TU/dp/B0F4R6GXWJ/ref=sr_1_6?crid=18G82KVLYJKIC&dib=eyJ2IjoiMSJ9.G3utn5vOpIuP54jcmOlxChQyg_uVeLFS7kcLD7-4RL5tY1BMv4rz1-qBiKz9QND4VPEDrtd_CLGI8PFhkuPp3c7DUiIqlyCYdjioDpblgVCP8Mt3XlZC9lowWvFT96f6FcPbvB8hZRlgtdSZPVvnv9PDF6sMDe_5wKhb0nQXNUiTCke5Whh-6vQYT9yQi7NKhKIeKQtM9nu1hvuQbA7MYkuuKfMcheEyTglObzeQ0fM.LDjsxGyp-wgoUB7cBUEn17pKLDMU3zUW-Bkp7uJ0680&dib_tag=se&keywords=laptop&qid=1775072354&sprefix=lapto%2Caps%2C455&sr=8-6
62,"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty","37,999",https://amazon.in//Lenovo-V15-Lifetime-Validity-Warranty/dp/B0CL7CMTXS/ref=sr_1_7?crid=18G82KVLYJKIC&dib=eyJ2IjoiMSJ9.G3utn5vOpIuP54jcmOlxChQyg_uVeLFS7kcLD7-4RL5tY1BMv4rz1-qBiKz9QND4VPEDrtd_CLGI8PFhkuPp3c7DUiIqlyCYdjioDpblgVCP8Mt3XlZC9lowWvFT96f6FcPbvB8hZRlgtdSZPVvnv9PDF6sMDe_5wKhb0nQXNUiTCke5Whh-6vQYT9yQi7NKhKIeKQtM9nu1hvuQbA7MYkuuKfMcheEyTglObzeQ0fM.LDjsxGyp-wgoUB7cBUEn17pKLDMU3zUW-Bkp7uJ0680&dib_tag=se&keywords=laptop&qid=1775072354&sprefix=lapto%2Caps%2C455&sr=8-7
63,"HP Smartchoice Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, FHD, 144Hz, 300 nits, 15.6''/39.6cm, Win 11, M365* Office24, Blue, 2.29kg, fb3134AX/3120ax, Gaming Laptop","76,490",https://amazon.in//HP-Smartchoice-Upgradeable-Office24-fb3134AX/dp/B0FDKPXD95/ref=sr_1_8?crid=18G82KVLYJKIC&dib=eyJ2IjoiMSJ9.G3utn5vOpIuP54jcmOlxChQyg_uVeLFS7kcLD7-4RL5tY1BMv4rz1-qBiKz9QND4VPEDrtd_CLGI8PFhkuPp3c7DUiIqlyCYdjioDpblgVCP8Mt3XlZC9lowWvFT96f6FcPbvB8hZRlgtdSZPVvnv9PDF6sMDe_5wKhb0nQXNUiTCke5Whh-6vQYT9yQi7NKhKIeKQtM9nu1hvuQbA7MYkuuKfMcheEyTglObzeQ0fM.LDjsxGyp-wgoUB7cBUEn17pKLDMU3zUW-Bkp7uJ0680&dib_tag=se&keywords=laptop&qid=1775072354&sprefix=lapto%2Caps%2C455&sr=8-8
64,"HP i5 Laptop, Intel 10-Core i5-1335U with Lifetime Microsoft Office, 16GB RAM 512GB SSD, Windows 11, Fast WiFi 6E, Numeric Keypad, Long Battery Life, Ethernet Port, Laptop for Business&Student","61,999",https://amazon.in//HP-i5-1335U-Lifetime-Microsoft-Ethernet/dp/B0G3WWMTZT/ref=sr_1_9?crid=18G82KVLYJKIC&dib=eyJ2IjoiMSJ9.G3utn5vOpIuP54jcmOlxChQyg_uVeLFS7kcLD7-4RL5tY1BMv4rz1-qBiKz9QND4VPEDrtd_CLGI8PFhkuPp3c7DUiIqlyCYdjioDpblgVCP8Mt3XlZC9lowWvFT96f6FcPbvB8hZRlgtdSZPVvnv9PDF6sMDe_5wKhb0nQXNUiTCke5Whh-6vQYT9yQi7NKhKIeKQtM9nu1hvuQbA7MYkuuKfMcheEyTglObzeQ0fM.LDjsxGyp-wgoUB7cBUEn17pKLDMU3zUW-Bkp7uJ0680&dib_tag=se&keywords=laptop&qid=1775072354&sprefix=lapto%2Caps%2C455&sr=8-9
65,"ASUS Vivobook 15, (i5 14th Gen) Intel Core 5 120U,Thin & Light Laptop (16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/Windows 11/Office 2021/Cool Silver/1.70 kg) X1504VAP-BQ224WS","57,999",https://amazon.in//ASUS-Vivobook-Backlit-Keyboard-X1504VAP-BQ224WS/dp/B0GCDG95J5/ref=sr_1_10?crid=18G82KVLYJKIC&dib=eyJ2IjoiMSJ9.G3utn5vOpIuP54jcmOlxChQyg_uVeLFS7kcLD7-4RL5tY1BMv4rz1-qBiKz9QND4VPEDrtd_CLGI8PFhkuPp3c7DUiIqlyCYdjioDpblgVCP8Mt3XlZC9lowWvFT96f6FcPbvB8hZRlgtdSZPVvnv9PDF6sMDe_5wKhb0nQXNUiTCke5Whh-6vQYT9yQi7NKhKIeKQtM9nu1hvuQbA7MYkuuKfMcheEyTglObzeQ0fM.LDjsxGyp-wgoUB7cBUEn17pKLDMU3zUW-Bkp7uJ0680&dib_tag=se&keywords=laptop&qid=1775072354&sprefix=lapto%2Caps%2C455&sr=8-10
66,"acer Aspire Lite, AMD Ryzen 3-5300U, 8 GB RAM, 512 GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-41, Premium Laptop","36,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjkxMjg3NDA4NzQyMjY0OjE3NzUwNzIzNTQ6c3BfbXRmOjMwMDk3MTg0NzIxODczMjo6MDo6&url=%2FAcer-Aspire-Premium-AL15-41-Display%2Fdp%2FB0D37T35JP%2Fref%3Dsr_1_11_sspa%3Fcrid%3D18G82KVLYJKIC%26dib%3DeyJ2IjoiMSJ9.G3utn5vOpIuP54jcmOlxChQyg_uVeLFS7kcLD7-4RL5tY1BMv4rz1-qBiKz9QND4VPEDrtd_CLGI8PFhkuPp3c7DUiIqlyCYdjioDpblgVCP8Mt3XlZC9lowWvFT96f6FcPbvB8hZRlgtdSZPVvnv9PDF6sMDe_5wKhb0nQXNUiTCke5Whh-6vQYT9yQi7NKhKIeKQtM9nu1hvuQbA7MYkuuKfMcheEyTglObzeQ0fM.LDjsxGyp-wgoUB7cBUEn17pKLDMU3zUW-Bkp7uJ0680%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1775072354%26sprefix%3Dlapto%252Caps%252C455%26sr%3D8-11-spons%26aref%3DhGGrugY4j2%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=hGGrugY4j2&sp_cr=ZAZ
67,"ASUS Vivobook 14 (2025),13th Gen, Intel Core i3-1315U, 8GB RAM, 512GB SSD, FHD, 14"", (35.5 cm) Windows 11 Home, M365 Basic(1 Year)* Office 2024,Cool Silver,1.4 Kg, X1404VA-EB321WS, Thin & Light Laptop","47,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1NjY2OTQwMTA1Mjk0NDI2OjE3NzUwNzIzMjg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDkwMzMyMDQ0NjYzMjo6Mjo6&url=%2FASUS-Vivobook-i3-1315U-Windows-X1404VA-EB321WS%2Fdp%2FB0GBTQ6CK8%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D18G82KVLYJKIC%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0GBTQ6CK8%26pd_rd_r%3Db8218617-4e0b-4650-89d3-8fbd3cefba24%26pd_rd_w%3D8pxUR%26pd_rd_wg%3D6zrph%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3DDKBM7VGG09109JXTBBKP%26qid%3D1775072328%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapto%252Caps%252C455%26sr%3D1-3-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26aref%3Dn2VdmE8d12%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=n2VdmE8d12&sp_cr=ZAZ
68,"Dell 15, Intel Core 3 14th Gen-100U, 16GB DDR4, 512GB SSD, FHD IPS, 15.6""/39.62cm, Windows 11, Microsoft Office Home 2024, Carbon Black, 1.63Kg, Thin & Light, Laptop Model NO - Dell 15 DCU5250","48,750",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjkxMjg3NDA4NzQyMjY0OjE3NzUwNzIzNTQ6c3BfbXRmOjMwMDkzOTYwMDA0NjQzMjo6MDo6&url=%2FDell-15-Processor-Graphics-Display%2Fdp%2FB0FDWH5WTL%2Fref%3Dsr_1_12_sspa%3Fcrid%3D18G82KVLYJKIC%26dib%3DeyJ2IjoiMSJ9.G3utn5vOpIuP54jcmOlxChQyg_uVeLFS7kcLD7-4RL5tY1BMv4rz1-qBiKz9QND4VPEDrtd_CLGI8PFhkuPp3c7DUiIqlyCYdjioDpblgVCP8Mt3XlZC9lowWvFT96f6FcPbvB8hZRlgtdSZPVvnv9PDF6sMDe_5wKhb0nQXNUiTCke5Whh-6vQYT9yQi7NKhKIeKQtM9nu1hvuQbA7MYkuuKfMcheEyTglObzeQ0fM.LDjsxGyp-wgoUB7cBUEn17pKLDMU3zUW-Bkp7uJ0680%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1775072354%26sprefix%3Dlapto%252Caps%252C455%26sr%3D8-12-spons%26aref%3D4o1IcokFId%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=4o1IcokFId&sp_cr=ZAZ
69,Lenovo ThinkPad E14 AI PC Intel Core Ultra 5 125U | Copilot Key | 16GB RAM | 1TB SSD | 14” WUXGA IPS 300 Nits | Win 11 + Office 2024 | Backlit | Fingerprint | 1.42 kg | 1Y Onsite | Black – 21M7S0SH00,"1,05,000",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1NjY2OTQwMTA1Mjk0NDI2OjE3NzUwNzIzMjg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDkwMzM0MTQ3NDIzMjo6Mzo6&url=%2FLenovo-ThinkPad-Copilot-Backlit-Fingerprint%2Fdp%2FB0F1YQDTLW%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D18G82KVLYJKIC%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0F1YQDTLW%26pd_rd_r%3Db8218617-4e0b-4650-89d3-8fbd3cefba24%26pd_rd_w%3D8pxUR%26pd_rd_wg%3D6zrph%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3DDKBM7VGG09109JXTBBKP%26qid%3D1775072328%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapto%252Caps%252C455%26sr%3D1-4-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26aref%3DL4aXmRw9vT%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=L4aXmRw9vT&sp_cr=ZAZ
70,"acer SmartChoice Aspire Lite, AMD Ryzen 5-5625U Processor, 16 GB/512 GB, Full HD, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 kg, AL15-41, Metal Body, Thin and Light Laptop","42,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1NjY2OTQwMTA1Mjk0NDI2OjE3NzUwNzIzMjg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDM1MDU1NTA1MzQzMjo6NDo6&url=%2F5-5625U-Premium-Windows-AL15-41-Display%2Fdp%2FB0DG2GCTD7%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%253Aamzn1.sym.7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26crid%3D18G82KVLYJKIC%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DG2GCTD7%26pd_rd_r%3Db8218617-4e0b-4650-89d3-8fbd3cefba24%26pd_rd_w%3D8pxUR%26pd_rd_wg%3D6zrph%26pf_rd_p%3D7e2c8ac4-9f12-4bcd-9497-a8ae54bc8764%26pf_rd_r%3DDKBM7VGG09109JXTBBKP%26qid%3D1775072328%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlapto%252Caps%252C455%26sr%3D1-5-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26aref%3DIBWpU4rfPA%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=IBWpU4rfPA&sp_cr=ZAZ
